IMAGEN,PIPELINE,PORCENTAJE DE SIMILITUD,TEXTO ORIGINAL,TEXTO DETECTADO,TIEMPO(PIPELINE INDIVIDUAL + OCR + VALIDACION),,
1,"crop_morphology
clean_imagemagic
enhance_basic_sharpness
solarize
posterize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,3.83017641700008,,
1,"enhance_basic_sharpness
posterize
clean_imagemagic
crop_morphology
solarize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.91364907400111,,
1,"clean_imagemagic
solarize
crop_morphology
posterize
enhance_basic_sharpness",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.61807850900095,,
1,"enhance_basic_sharpness
clean_imagemagic
crop_morphology
posterize
solarize",21,JAIR NICOLAS RODRIGUEZ OSORIO,"-_r———º—ºº—* _—__

...—.... -.. . -- . ---

 

 

[v- ,-. _..—
la— --—.—..——.—_E

.- —— .--.j.…-_… _

F—……

%
¡
í",5.55626990200017,,
1,"clean_imagemagic
posterize
enhance_basic_sharpness
crop_morphology
solarize",59,JAIR NICOLAS RODRIGUEZ OSORIO,"RODRIGUEZ OSOR|O

 

3""— —.——— .'¿..-.ob¿____-_—_
,. ...-.

...—. .——.—————=
.

..— .-.—f.— -.—",5.34242302799976,,
1,"posterize
crop_morphology
enhance_basic_sharpness
clean_imagemagic
solarize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.52208570399944,,
1,"clean_imagemagic
solarize
crop_morphology
enhance_basic_sharpness
posterize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.67089275300077,,
1,"crop_morphology
clean_imagemagic
solarize
posterize
enhance_basic_sharpness",0,JAIR NICOLAS RODRIGUEZ OSORIO,,5.37838426300004,,
1,"enhance_basic_sharpness
crop_morphology
clean_imagemagic
solarize
posterize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.03313565799999,,
1,"posterize
solarize
crop_morphology
clean_imagemagic
enhance_basic_sharpness",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.47121648499979,,
1,"crop_morphology
clean_imagemagic
posterize
enhance_basic_sharpness
solarize",31,JAIR NICOLAS RODRIGUEZ OSORIO,"aoomeuez asomo ¡'

 

º—'—º—:...—º.. .;T;-'....'T…..:—
¡ º - - .- o -. _.

'— '— º—º.————
.. ..- .-.—f.— .-. _

¡- —……——._—",4.75897846299904,,
1,"enhance_basic_sharpness
clean_imagemagic
solarize
crop_morphology
posterize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,5.19148875500014,,
1,"crop_morphology
posterize
solarize
enhance_basic_sharpness
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.66849288400044,,
1,"clean_imagemagic
enhance_basic_sharpness
posterize
crop_morphology
solarize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.64199135200033,,
1,"clean_imagemagic
solarize
posterize
crop_morphology
enhance_basic_sharpness",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.47701252599927,,
1,"posterize
clean_imagemagic
solarize
enhance_basic_sharpness
crop_morphology",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.24834185199961,,
1,"crop_morphology
enhance_basic_sharpness
clean_imagemagic
posterize
solarize",21,JAIR NICOLAS RODRIGUEZ OSORIO,"""= ...,—“_""… -.:—º. -;“.*.:;_
¡. . - - - - 7_ _- . . . __
' '*' ""“ .*.—.—i

.. __ ---.¡._.-_",4.12210032700023,,
1,"crop_morphology
solarize
posterize
enhance_basic_sharpness
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.05413674299962,,
1,"posterize
clean_imagemagic
solarize
crop_morphology
enhance_basic_sharpness",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.19906584299952,,
1,"solarize
posterize
clean_imagemagic
enhance_basic_sharpness
crop_morphology",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.62397823300034,,
1,"crop_morphology
posterize
clean_imagemagic
enhance_basic_sharpness
solarize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,3.93929146499977,,
1,"crop_morphology
solarize
posterize
clean_imagemagic
enhance_basic_sharpness",0,JAIR NICOLAS RODRIGUEZ OSORIO,,3.97465232099967,,
1,"solarize
enhance_basic_sharpness
crop_morphology",0,JAIR NICOLAS RODRIGUEZ OSORIO,,2.76458624900079,,
1,"posterize
enhance_basic_sharpness
crop_morphology
solarize
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,5.90375092500017,,
1,"posterize
enhance_basic_sharpness
crop_morphology",100,JAIR NICOLAS RODRIGUEZ OSORIO,"JAIR NICOLAS
RODRIGUEZ OSORIO",2.84235203599928,,
1,"posterize
solarize
crop_morphology
enhance_basic_sharpness
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.87424798899974,,
1,"crop_morphology
enhance_basic_sharpness
posterize
clean_imagemagic
solarize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,3.82602537899947,,
1,"enhance_basic_sharpness
crop_morphology
solarize
posterize
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.26047208799901,,
1,"crop_morphology
clean_imagemagic
solarize
enhance_basic_sharpness
posterize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,3.72639034500116,,
1,"solarize
posterize
enhance_basic_sharpness
clean_imagemagic
crop_morphology",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.99458651700024,,
1,"posterize
enhance_basic_sharpness
crop_morphology
clean_imagemagic
solarize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.40676714100118,,
1,"enhance_basic_sharpness
solarize
clean_imagemagic
crop_morphology
posterize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,5.13309287299944,,
1,"solarize
posterize",27,JAIR NICOLAS RODRIGUEZ OSORIO,"S©©AM©S©
.w9lc.oau.co",1.41131952899923,,
1,"solarize
clean_imagemagic
enhance_basic_sharpness
crop_morphology
posterize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.82117344700055,,
1,"solarize
clean_imagemagic
posterize
crop_morphology
enhance_basic_sharpness",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.65165007199994,,
1,"enhance_basic_sharpness
solarize
clean_imagemagic
posterize
crop_morphology",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.8140532489997,,
1,"crop_morphology
clean_imagemagic",100,JAIR NICOLAS RODRIGUEZ OSORIO,"JAIR NICOLAS
RODRIGUEZ OSORIO

""— s....... ';..7 -- . '..'.'.
lu - - — - - -

:— -————ov———_—
-. —— ———J.— --

r- —…—…—=",5.27119364400005,,
1,"clean_imagemagic
posterize
crop_morphology
solarize
enhance_basic_sharpness",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.59919779099982,,
1,"enhance_basic_sharpness
crop_morphology
posterize
solarize
clean_imagemagic",97,JAIR NICOLAS RODRIGUEZ OSORIO,"JAIR NICOLAS
' ODRIGUEZ_ OSORIO",4.46958336400076,,
1,"crop_morphology
posterize
enhance_basic_sharpness
solarize
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,3.81645519599988,,
1,"solarize
posterize
enhance_basic_sharpness
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,3.5575167070001,,
1,"posterize
solarize
clean_imagemagic
crop_morphology
enhance_basic_sharpness",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.62418780999997,,
1,"solarize
enhance_basic_sharpness
clean_imagemagic
posterize
crop_morphology",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.38767421600005,,
1,"clean_imagemagic
crop_morphology
posterize
enhance_basic_sharpness
solarize",53,JAIR NICOLAS RODRIGUEZ OSORIO,"¡
0
:
¡-
.

RODRIGUEZ OSOR|O

___—___.
.— u...—.. ...n o- -03.'
. . .- .

.
-..—_. --:.———-—
._.—4

on...—

__“…",5.95581758299977,,
1,"clean_imagemagic
crop_morphology
solarize
enhance_basic_sharpness
posterize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.94159214999945,,
1,"enhance_basic_sharpness
posterize
crop_morphology
clean_imagemagic
solarize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.78206075199978,,
1,"posterize
clean_imagemagic
enhance_basic_sharpness
solarize
crop_morphology",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.4754713530001,,
1,"posterize
crop_morphology
clean_imagemagic
enhance_basic_sharpness
solarize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.51766077899993,,
1,"solarize
posterize
clean_imagemagic
crop_morphology
enhance_basic_sharpness",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.52636512999925,,
1,"solarize
crop_morphology
enhance_basic_sharpness
posterize
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.16066080000019,,
1,"clean_imagemagic
enhance_basic_sharpness
crop_morphology
solarize
posterize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.61178019699946,,
1,"posterize
enhance_basic_sharpness
clean_imagemagic
crop_morphology
solarize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.50171396100086,,
1,"clean_imagemagic
posterize
crop_morphology
enhance_basic_sharpness
solarize",53,JAIR NICOLAS RODRIGUEZ OSORIO,"¡
0
:
¡-
.

RODRIGUEZ OSOR|O

___—___.
.— u...—.. ...n o- -03.'
. . .- .

.
-..—_. --:.———-—
._.—4

on...—

__“…",6.06364862200007,,
1,"posterize
crop_morphology
solarize
enhance_basic_sharpness
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.63882770400141,,
1,"solarize
enhance_basic_sharpness
crop_morphology
posterize
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,3.8970249390004,,
1,"enhance_basic_sharpness
posterize
clean_imagemagic
solarize
crop_morphology",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.8433936349993,,
1,"enhance_basic_sharpness
solarize
crop_morphology
clean_imagemagic
posterize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.04582233199926,,
1,"posterize
crop_morphology
enhance_basic_sharpness
solarize
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.77107342299951,,
1,"posterize
solarize
clean_imagemagic
enhance_basic_sharpness
crop_morphology",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.29391481099992,,
1,"solarize
posterize
enhance_basic_sharpness
crop_morphology
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.87392631000057,,
1,"solarize
enhance_basic_sharpness
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,3.44839496900022,,
1,"crop_morphology
posterize
enhance_basic_sharpness
clean_imagemagic
solarize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,3.96096047799983,,
1,"clean_imagemagic
crop_morphology
enhance_basic_sharpness
solarize
posterize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,5.02068809600041,,
1,"clean_imagemagic
enhance_basic_sharpness
crop_morphology
posterize
solarize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.58066027999939,,
1,"crop_morphology
clean_imagemagic
enhance_basic_sharpness
posterize
solarize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,3.80810944600034,,
1,"clean_imagemagic
crop_morphology
solarize
posterize
enhance_basic_sharpness",0,JAIR NICOLAS RODRIGUEZ OSORIO,,5.06524009399982,,
1,"solarize
crop_morphology
posterize
enhance_basic_sharpness
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,3.96112841700051,,
1,"solarize
crop_morphology
posterize
clean_imagemagic
enhance_basic_sharpness",0,JAIR NICOLAS RODRIGUEZ OSORIO,,3.84112390999962,,
1,"solarize
clean_imagemagic
crop_morphology
posterize
enhance_basic_sharpness",0,JAIR NICOLAS RODRIGUEZ OSORIO,,5.06216125599985,,
1,"solarize
crop_morphology
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,3.92072989500048,,
1,"solarize
clean_imagemagic
enhance_basic_sharpness
posterize
crop_morphology",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.90883494299942,,
1,"posterize
crop_morphology
clean_imagemagic
solarize
enhance_basic_sharpness",0,JAIR NICOLAS RODRIGUEZ OSORIO,,5.97698807699999,,
1,"solarize
enhance_basic_sharpness
posterize
crop_morphology
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.99506780500087,,
1,"solarize
posterize
crop_morphology",34,JAIR NICOLAS RODRIGUEZ OSORIO,"S©©AM©S©
. o a u . e o",2.98789294699964,,
1,"posterize
enhance_basic_sharpness
clean_imagemagic
solarize
crop_morphology",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.4523952010004,,
1,"crop_morphology
solarize
clean_imagemagic
enhance_basic_sharpness
posterize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.10680226800105,,
1,"posterize
solarize
enhance_basic_sharpness
clean_imagemagic
crop_morphology",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.43611038600011,,
1,"posterize
enhance_basic_sharpness
crop_morphology
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.58567965299972,,
1,"posterize
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,2.77660352400017,,
1,"crop_morphology
clean_imagemagic
posterize
solarize
enhance_basic_sharpness",100,JAIR NICOLAS RODRIGUEZ OSORIO,"JAIR NICOLAS
RODRIGUEZ OSORIO

'v——*—*c.xº;.r:- . -..—.
¡ - -

:—-—— -———'—.o———_=
-. —— ———J-—.-..

r-—…—…—F",5.63323890599986,,
1,"enhance_basic_sharpness
solarize
posterize
clean_imagemagic
crop_morphology",18,JAIR NICOLAS RODRIGUEZ OSORIO,"¡Inma

:",4.98875282100016,,
1,"enhance_basic_sharpness
crop_morphology
solarize
clean_imagemagic
posterize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.16417891199944,,
1,"enhance_basic_sharpness
clean_imagemagic
solarize
posterize
crop_morphology",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.80974751299982,,
1,"enhance_basic_sharpness
crop_morphology
clean_imagemagic
posterize
solarize",73,JAIR NICOLAS RODRIGUEZ OSORIO,"RODRIGUEZ OSORIO

 

.....” --.--.--._
[ '--—-————..__
¡ — .... ._.—___.ii

.. __ ---.¡._.-_",4.29691802100024,,
1,"posterize
crop_morphology",100,JAIR NICOLAS RODRIGUEZ OSORIO,"JAIR NICOLAS
RODRIGUEZ OSORIO",2.78270804899967,,
1,"solarize
crop_morphology
enhance_basic_sharpness
clean_imagemagic
posterize",24,JAIR NICOLAS RODRIGUEZ OSORIO,"8
…u
0
m
,N
.…
A
J",3.91094367200003,,
1,"enhance_basic_sharpness
crop_morphology",0,JAIR NICOLAS RODRIGUEZ OSORIO,,2.85486811200008,,
1,"posterize
crop_morphology
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.57777297300072,,
1,"clean_imagemagic
enhance_basic_sharpness
solarize
crop_morphology
posterize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.55442531299923,,
1,"posterize
crop_morphology
solarize
clean_imagemagic
enhance_basic_sharpness",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.57918126000004,,
1,"crop_morphology
solarize
enhance_basic_sharpness
posterize
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.42454437300057,,
1,"solarize
crop_morphology",0,JAIR NICOLAS RODRIGUEZ OSORIO,,2.34925440999996,,
1,"solarize
clean_imagemagic
crop_morphology
enhance_basic_sharpness
posterize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.68066362400077,,
1,"solarize
enhance_basic_sharpness
posterize
clean_imagemagic
crop_morphology",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.76376104599967,,
1,"enhance_basic_sharpness
clean_imagemagic
posterize
crop_morphology
solarize",21,JAIR NICOLAS RODRIGUEZ OSORIO,"-_r———º—ºº—* _—__

...—.... -.. . -- . ---

 

 

[v- ,-. _..—
la— --—.—..——.—_E

.- —— .--.j.…-_… _

F—……

%
¡
í",5.3915757650002,,
1,"clean_imagemagic
solarize
posterize
enhance_basic_sharpness
crop_morphology",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.57873981100056,,
1,"crop_morphology
solarize
clean_imagemagic
posterize
enhance_basic_sharpness",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.0449140719993,,
1,"enhance_basic_sharpness
posterize
crop_morphology
solarize
clean_imagemagic",50,JAIR NICOLAS RODRIGUEZ OSORIO,"JAIR mcous
- ooau_¡e osomo",6.77118351799891,,
1,"solarize
enhance_basic_sharpness
clean_imagemagic
crop_morphology
posterize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.57170436599972,,
1,"posterize
enhance_basic_sharpness",100,JAIR NICOLAS RODRIGUEZ OSORIO,"JAIR NICOLAS
RODRIGUEZ OSORIO",1.09585594200053,,
1,"enhance_basic_sharpness
clean_imagemagic",24,JAIR NICOLAS RODRIGUEZ OSORIO,"-—r—º—º—————— _—
. .

s.—.ou ...—--.-..
. -4- _ ___…

 

¡. -—-- -- ——-.—¿

.- —— ————¿.…-.… __

F—……

i
¡",3.68271858099979,,
1,"enhance_basic_sharpness
solarize
crop_morphology
posterize
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,3.93851178600016,,
1,"enhance_basic_sharpness
clean_imagemagic
posterize
solarize
crop_morphology",21,JAIR NICOLAS RODRIGUEZ OSORIO,"-_r———º—ºº—* _—__

...—.... -.. . -- . ---

 

 

[v- ,-. _..—
la— --—.—..——.—_E

.- —— .--.j.…-_… _

F—……

%
¡
í",5.61068047900062,,
1,"solarize
enhance_basic_sharpness
crop_morphology
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,3.8935528439988,,
1,"solarize
posterize
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,3.4394331249996,,
1,"clean_imagemagic
posterize
solarize
enhance_basic_sharpness
crop_morphology",51,JAIR NICOLAS RODRIGUEZ OSORIO,"RODRIGUEZ asomo 5'

—._———————.… ,

 

, s......— .. . -- .""…

 

,_ .....;. ..“___—
- —— -——J.—<-__ __",4.9077051990007,,
1,"solarize
crop_morphology
clean_imagemagic
posterize
enhance_basic_sharpness",0,JAIR NICOLAS RODRIGUEZ OSORIO,,3.72758447700016,,
1,"crop_morphology
solarize
enhance_basic_sharpness
clean_imagemagic
posterize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.06146041800093,,
1,"clean_imagemagic
crop_morphology
enhance_basic_sharpness
posterize
solarize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.80420353300087,,
1,"enhance_basic_sharpness
posterize
solarize
crop_morphology
clean_imagemagic",50,JAIR NICOLAS RODRIGUEZ OSORIO,"JAIR mcous
- ooau_¡e osomo",6.66668009299974,,
1,"solarize
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,3.35731537999982,,
1,"crop_morphology
posterize
solarize
clean_imagemagic
enhance_basic_sharpness",0,JAIR NICOLAS RODRIGUEZ OSORIO,,3.77800676300012,,
1,"crop_morphology
enhance_basic_sharpness
solarize
posterize
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.54472167499989,,
1,"enhance_basic_sharpness
crop_morphology
posterize
clean_imagemagic
solarize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.13996030099952,,
1,"clean_imagemagic
crop_morphology
posterize
solarize
enhance_basic_sharpness",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.64518844599934,,
1,"solarize
posterize
crop_morphology
enhance_basic_sharpness
clean_imagemagic",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.84376617499947,,
1,"enhance_basic_sharpness
posterize
solarize
clean_imagemagic
crop_morphology",50,JAIR NICOLAS RODRIGUEZ OSORIO,"JAIR mcous
- ooau_¡e osomo",6.31073093299983,,
1,"solarize
crop_morphology
clean_imagemagic
enhance_basic_sharpness
posterize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,3.75384148200101,,
1,"crop_morphology
enhance_basic_sharpness
solarize
clean_imagemagic
posterize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,4.06039079099992,,
1,"solarize
enhance_basic_sharpness",54,JAIR NICOLAS RODRIGUEZ OSORIO,"¡.

 

fl .—
J .
/ JAHR NH©©LAS
R©©RUGUEZ ©S©RH©",2.47995823600013,,
1,"enhance_basic_sharpness
clean_imagemagic
crop_morphology
solarize
posterize",0,JAIR NICOLAS RODRIGUEZ OSORIO,,5.27120365999872,,
2,original,88,YULI PAOLA NARANJO MUÑOZ,"vuu PAOLA
NARANJO Muñoz

TI 55 709091
Ncwu…s…mw <

uwos ¿swim …",1.91105045600034,,
2,"enhance_basic_sharpness
solarize
crop_morphology
clean_imagemagic
posterize",0,YULI PAOLA NARANJO MUÑOZ,,1.16415241899904,,
2,"enhance_basic_sharpness
clean_imagemagic
posterize
solarize
crop_morphology",8,YULI PAOLA NARANJO MUÑOZ,"……………% ……A
.… ?…»?",2.12155971500033,,
2,"crop_morphology
clean_imagemagic
solarize
enhance_basic_sharpness
posterize",0,YULI PAOLA NARANJO MUÑOZ,,1.06587437200051,,
2,"enhance_basic_sharpness
posterize
crop_morphology
solarize
clean_imagemagic",0,YULI PAOLA NARANJO MUÑOZ,,1.08522652200008,,
2,"crop_morphology
enhance_basic_sharpness
posterize
solarize
clean_imagemagic",0,YULI PAOLA NARANJO MUÑOZ,,1.09437528600029,,
2,"crop_morphology
solarize
enhance_basic_sharpness
clean_imagemagic
posterize",0,YULI PAOLA NARANJO MUÑOZ,,1.14567038399946,,
2,"posterize
enhance_basic_sharpness
solarize
crop_morphology
clean_imagemagic",0,YULI PAOLA NARANJO MUÑOZ,,1.06079810300071,,
2,"crop_morphology
clean_imagemagic
posterize
solarize
enhance_basic_sharpness",0,YULI PAOLA NARANJO MUÑOZ,,1.03068817799976,,
2,"solarize
clean_imagemagic
posterize
enhance_basic_sharpness
crop_morphology",0,YULI PAOLA NARANJO MUÑOZ,,1.14953186600087,,
2,"solarize
crop_morphology
posterize
clean_imagemagic
enhance_basic_sharpness",0,YULI PAOLA NARANJO MUÑOZ,,1.16877730600027,,
2,"solarize
posterize
clean_imagemagic
enhance_basic_sharpness
crop_morphology",0,YULI PAOLA NARANJO MUÑOZ,,1.16714606200003,,
2,"solarize
enhance_basic_sharpness
crop_morphology",72,YULI PAOLA NARANJO MUÑOZ,"vuu PAOLA
NARANJO MUNOZ

'n 55 manu
uczncuxmm EN ¡mamas

Manzanas asuma-mass",2.78084856399983,,
2,"solarize
crop_morphology
clean_imagemagic
enhance_basic_sharpness
posterize",0,YULI PAOLA NARANJO MUÑOZ,,1.14546365499973,,
2,"crop_morphology
enhance_basic_sharpness
clean_imagemagic
solarize
posterize",0,YULI PAOLA NARANJO MUÑOZ,,1.08584349400007,,
2,"posterize
crop_morphology
clean_imagemagic
solarize
enhance_basic_sharpness",0,YULI PAOLA NARANJO MUÑOZ,,1.0669963700002,,
2,"crop_morphology
solarize
posterize
enhance_basic_sharpness
clean_imagemagic",0,YULI PAOLA NARANJO MUÑOZ,,1.15038553199975,,
2,"crop_morphology
enhance_basic_sharpness
clean_imagemagic
posterize
solarize",0,YULI PAOLA NARANJO MUÑOZ,,1.08281847499984,,
